suggests	VBZ	0011101010	O
that	IN	00001111	O
the	DT	111110	O
campaign	NN	1011101000	O
was	VBD	00100010	O
active	JJ	1100111010	O
since	IN	0111101111110	O
at	IN	000111111110	O
least	JJS	001111111101	O
March	NNP	001111010	O
2014	CD	0011111010	O
and	CC	00001101	O
lasted	VBN	X	O
until	IN	0011101111100	O
August	NNP	001111010	O
2016	CD	X	O
.	.	0110	O

However	RB	010110	O
,	,	00000	O
it	PRP	00101010	O
is	VBZ	00100011	O
suspected	VBN	001101111110	O
that	IN	00001111	O
the	DT	111110	O
malware	NN	10100010	O
was	VBD	00100010	O
developed	VBN	0011011101010	O
and	CC	00001101	O
probably	RB	00101111011	O
used	VBD	0011011100	O
years	NNS	101111010	O
before	IN	0011101111101	O
,	,	00000	O
possibly	RB	001011111010	O
as	IN	00001110	O
far	RB	0011111110111	O
back	RB	10011010	O
to	TO	000110	O
2008	CD	0011111010	O
.	.	0110	O

Two	CD	010000	O
suspects	NNS	0011011000	O
were	VBD	00100000	O
arrested	VBN	0011011101011	O
on	IN	0001111110	O
January	NNP	001111010	O
10th	CD	X	O
,	,	00000	O
2017	CD	X	O
and	CC	00001101	O
identified	VBD	00110110010	O
as	IN	00001110	O
45­year­old	CD	X	O
nuclear	JJ	11011100	O
engineer	NN	110110111	O
Giulio	NNP	X	O
Occhionero	NN	X	O
and	CC	00001101	O
his	PRP$	1111111110	O
47­year­old	CD	X	O
sister	NN	X	O
Francesca	NNP	X	O
Maria	NNP	X	O
Occhionero	NNP	X	O
.	.	0110	O

Investigation	NN	X	O
Although	IN	01011111	O
the	DT	111110	O
Italian	JJ	X	O
Police	NNP	0111000	O
Report	NNP	011101000	O
doesn	VBZ	X	O
’	JJ	X	O
t	NNS	X	O
include	VBP	0011100100	O
malware	JJ	10100010	O
hashes	NNS	1011010011	O
,	,	00000	O
it	PRP	00101010	B-Entity
identified	VBD	00110110010	B-Verb
a	DT	11110	B-Entity
number	NN	1000101	I-Entity
of	IN	00010	I-Entity
C	NNP	01110011	I-Entity
&	CC	01110010	I-Entity
C	NNP	01110011	I-Entity
servers	NNS	10110000	I-Entity
and	CC	00001101	O
e­mails	NNS	X	O
addresses	NNS	10110010	O
used	VBN	0011011100	O
by	IN	000111110	O
the	DT	111110	O
malware	NN	10100010	O
for	IN	0001111010	O
exfiltration	NN	101011000	O
of	IN	00010	O
stolen	VBN	110011110	O
data	NNS	10011100	O
.	.	0110	O

https	NN	X	O
:	:	O	O
//securelist.com/blog/incidents/77098/the-eyepyramid-attacks/	JJ	X	O
1/10	CD	X	O
2017/1/13	CD	X	O
The	DT	010010	O
“	NNP	X	O
EyePyramid	NNP	X	O
”	NNP	X	O
Attacks	NNP	01011110	O
-	:	01111011110	O
Securelist	NN	X	O
Excerpt	NN	X	O
from	IN	00011110110	O
the	DT	111110	O
Italian	JJ	X	O
court	NN	X	O
order	NN	001111011	O
on	IN	0001111110	O
#	#	011101100	O
EyePyramid	NNP	X	O
(	(	0111101110	O
http	NN	0111111110	O
:	:	O	O
//www.agi.it/pictures/pdf/agi/agi/2017/01/10/132733992­5cec4d88­49a1­4a00­8a01­	NN	X	O
dde65baa5a68.pdf	NN	X	O
)	)	01111000	O
Some	DT	010000	O
of	IN	00010	O
the	DT	111110	O
e­mail	NN	X	O
addresses	NNS	10110010	O
used	VBN	0011011100	O
for	IN	0001111010	O
exfiltration	NN	101011000	O
and	CC	00001101	O
C	NNP	01110011	O
&	CC	01110010	O
C	NNP	01110011	O
domains	NNS	10111111010	O
outlined	VBN	X	O
by	IN	000111110	O
the	DT	111110	O
police	NN	1011101010	O
report	NN	10111011110	O
follow	NN	0011100100	O
:	:	O	O
E­mail	NNP	X	O
Addresses	NNS	X	O
used	VBD	0011011100	O
for	IN	0001111010	O
exfiltration	NN	101011000	O
gpool	NN	X	O
@	NNP	011101110	O
hostpenta	NN	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
hanger	NN	X	O
@	VBZ	011101110	O
hostpenta	JJ	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
hostpenta	NN	X	O
@	VBZ	011101110	O
hostpenta	JJ	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
purge626	NN	X	O
@	NNP	011101110	O
gmail	NN	011101101	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
tip848	NN	X	O
@	NNP	011101110	O
gmail	NN	011101101	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
dude626	NN	X	O
@	NNP	011101110	O
gmail	NN	011101101	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
octo424	JJ	X	O
@	NNP	011101110	O
gmail	NN	011101101	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
tim11235	NN	X	O
@	NNP	011101110	O
gmail	NN	011101101	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
plars575	NN	X	O
@	NNP	011101110	O
gmail	NN	011101101	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
Command­and­Control	NN	X	O
Servers	NNS	10110000	O
eyepyramid	JJ	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
hostpenta	NN	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
ayexisfitness	NN	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
enasrl	NN	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
eurecoove	VB	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
marashen	NN	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
millertaylor	NN	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
occhionero	NN	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
occhionero	NN	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
info	NN	011111010	O
wallserv	NN	X	O
[	NN	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
westlands	NNS	X	O
[	VBP	01111100	O
.	.	0110	O

]	NN	0111110110	O
com	NN	011111010	O
Based	VBN	001101000	O
on	IN	0001111110	O
these	DT	11101110	O
indicators	NNS	10111111111	O
we	PRP	00101000	O
’	VBP	X	O
ve	JJ	X	O
quickly	RB	001011111110	O
written	VBN	001101110110	O
a	DT	11110	O
YARA	NNP	110010100	O
rule	NN	10010001	O
and	CC	00001101	O
ran	VBD	0011011000	O
it	PRP	00101010	O
through	IN	00011111110110	O
our	PRP$	111111110	O
systems	NNS	1011111000	O
,	,	00000	O
in	IN	0001110	O
order	NN	001111011	O
to	TO	000110	O
see	VB	001110001	O
if	IN	001110111100	O
it	PRP	00101010	O
matches	VBZ	001110101110	O
any	DT	111010100	O
samples	NNS	101111000	O
.	.	0110	O

Here	RB	0101011	O
’	NNP	X	O
s	VBD	011101011	O
how	WRB	001110111101	O
our	PRP$	111111110	O
initial	JJ	1100101101	O
“	NNP	X	O
blind	NN	X	O
”	NNP	X	O
­written	NNP	X	O
YARA	NNP	110010100	O
rule	NN	10010001	O
looked	VBD	0011010101	O
like	IN	0011101111111	O
:	:	O	O
rule	NN	10010001	O
crime_ZZ_EyePyramid	NNS	X	O
{	(	0111011110	O
meta	NN	X	O
:	:	O	O
https	NN	X	O
:	:	O	O
//securelist.com/blog/incidents/77098/the-eyepyramid-attacks/	JJ	X	O
2/10	CD	X	O
2017/1/13	CD	X	O
The	DT	010010	O
“	NNP	X	O
EyePyramid	NNP	X	O
”	NNP	X	O
Attacks	NNP	01011110	O
-	:	01111011110	O
Securelist	NN	X	O
copyright	NN	X	O
=	NNP	011101100	O
”	NNP	X	O
Kaspersky	NNP	0011111110110	O
Lab	NNP	011101011	O
”	NN	X	O
author	NN	101000011	O
=	NNP	011101100	O
”	NNP	X	O
Kaspersky	NNP	0011111110110	O
Lab	NNP	011101011	O
”	NN	X	O
maltype	NN	X	O
=	NN	011101100	O
“	NNP	X	O
crimeware	NN	X	O
”	NN	X	O
filetype	NN	X	O
=	NN	011101100	O
“	NNP	X	O
Win32	NNP	X	O
EXE	NNP	1010011111	O
”	NN	X	O
date	NN	10101111110	O
=	NNP	011101100	O
“	VBZ	X	O
2016­01­11	CD	X	O
”	NN	X	O
version	NN	1011011011	O
=	NNP	011101100	O
“	VBZ	X	O
1.0	CD	0011111000	O
”	NN	X	O
strings	NNS	10111111100	O
:	:	O	O
$	$	0111011110	O
a0=	JJ	X	O
”	NNP	X	O
eyepyramid.com	NN	X	O
”	NNP	X	O
ascii	NN	X	O
wide	JJ	1100110110	O
nocase	NN	X	O
fullword	NN	X	O
$	$	0111011110	O
a1=	JJ	X	O
”	NNP	X	O
hostpenta.com	NN	X	O
”	NNP	X	O
ascii	NN	X	O
wide	JJ	1100110110	O
nocase	NN	X	O
fullword	NN	X	O
$	$	0111011110	O
a2=	JJ	X	O
”	NNP	X	O
ayexisfitness.com	NN	X	O
”	NNP	X	O
ascii	NN	X	O
wide	JJ	1100110110	O
nocase	NN	X	O
fullword	NN	X	O
$	$	0111011110	O
a3=	JJ	X	O
”	NNP	X	O
enasrl.com	NN	X	O
”	NNP	X	O
ascii	NN	X	O
wide	JJ	1100110110	O
nocase	NN	X	O
fullword	NN	X	O
$	$	0111011110	O
a4=	JJ	X	O
”	NNP	X	O
eurecoove.com	NN	X	O
”	NNP	X	O
ascii	NN	X	O
wide	JJ	1100110110	O
nocase	NN	X	O
fullword	NN	X	O
$	$	0111011110	O
a5=	JJ	X	O
”	NNP	X	O
marashen.com	NN	X	O
”	NNP	X	O
ascii	NN	X	O
wide	JJ	1100110110	O
nocase	NN	X	O
fullword	NN	X	O
$	$	0111011110	O
a6=	JJ	X	O
”	NNP	X	O
millertaylor.com	NN	X	O
”	NNP	X	O
ascii	NN	X	O
wide	JJ	1100110110	O
nocase	NN	X	O
fullword	NN	X	O
$	$	0111011110	O
a7=	JJ	X	O
”	NNP	X	O
occhionero.com	NN	X	O
”	NNP	X	O
ascii	NN	X	O
wide	JJ	1100110110	O
nocase	NN	X	O
fullword	NN	X	O
$	$	0111011110	O
a8=	JJ	X	O
”	NNP	X	O
occhionero.info	NN	X	O
”	NNP	X	O
ascii	NN	X	O
wide	JJ	1100110110	O
nocase	NN	X	O
fullword	NN	X	O
$	$	0111011110	O
a9=	JJ	X	O
”	NNP	X	O
wallserv.com	NN	X	O
”	NNP	X	O
ascii	NN	X	O
wide	JJ	1100110110	O
nocase	NN	X	O
fullword	NN	X	O
$	$	0111011110	O
a10=	JJ	X	B-Entity
”	NNP	X	I-Entity
westlands.com	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a11=	JJ	X	I-Entity
”	NNP	X	I-Entity
217.115.113.181″	CD	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a12=	JJ	X	I-Entity
”	NNP	X	I-Entity
216.176.180.188″	CD	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a13=	JJ	X	I-Entity
”	NNP	X	I-Entity
65.98.88.29″	CD	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a14=	JJ	X	I-Entity
”	NNP	X	I-Entity
199.15.251.75″	CD	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a15=	JJ	X	I-Entity
”	NNP	X	I-Entity
216.176.180.181″	CD	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a16=	JJ	X	I-Entity
”	NNP	X	I-Entity
MN600­849590C695DFD9BF69481597241E­668C	NNP	X	I-Entity
”	NNP	X	I-Entity
ascii	VBD	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a17=	JJ	X	I-Entity
”	NNP	X	I-Entity
MN600­841597241E8D9BF6949590C695DF­774D	NNP	X	I-Entity
”	NNP	X	I-Entity
ascii	VBD	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a18=	JJ	X	I-Entity
”	NNP	X	I-Entity
MN600­3E3A3C593AD5BAF50F55A4ED60F0­385D	NNP	X	I-Entity
”	NNP	X	I-Entity
ascii	VBD	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a19=	JJ	X	I-Entity
”	NNP	X	I-Entity
MN600­AD58AF50F55A60E043E3A3C593ED­874A	NNP	X	I-Entity
”	NNP	X	I-Entity
ascii	VBD	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a20=	JJ	X	I-Entity
”	NNP	X	I-Entity
gpool	NN	X	I-Entity
@	NNP	011101110	I-Entity
hostpenta.com	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a21=	JJ	X	I-Entity
”	NNP	X	I-Entity
hanger	NN	X	I-Entity
@	NNP	011101110	I-Entity
hostpenta.com	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a22=	JJ	X	I-Entity
”	NNP	X	I-Entity
hostpenta	NN	X	I-Entity
@	NNP	011101110	I-Entity
hostpenta.com	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
a23=	JJ	X	I-Entity
”	NNP	X	I-Entity
ulpi715	NN	X	I-Entity
@	NNP	011101110	I-Entity
gmx.com	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
nocase	NN	X	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b0=	NN	X	I-Entity
”	NNP	X	I-Entity
purge626	NN	X	I-Entity
@	NNP	011101110	I-Entity
gmail.com	NN	011101101	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b1=	NN	X	I-Entity
”	NNP	X	I-Entity
tip848	NN	X	I-Entity
@	NNP	011101110	I-Entity
gmail.com	NN	011101101	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b2=	NN	X	I-Entity
”	NNP	X	I-Entity
dude626	NN	X	I-Entity
@	NNP	011101110	I-Entity
gmail.com	NN	011101101	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b3=	NN	X	I-Entity
”	NNP	X	I-Entity
octo424	VBZ	X	I-Entity
@	NNP	011101110	I-Entity
gmail.com	NN	011101101	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b4=	NN	X	I-Entity
”	NNP	X	I-Entity
antoniaf	NN	X	I-Entity
@	NNP	011101110	I-Entity
poste.it	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b5=	NN	X	I-Entity
”	NNP	X	I-Entity
mmarcucci	NN	X	I-Entity
@	NNP	011101110	I-Entity
virgilio.it	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b6=	NN	X	I-Entity
”	NNP	X	I-Entity
i.julia	NN	X	I-Entity
@	NNP	011101110	I-Entity
blu.it	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b7=	NN	X	I-Entity
”	NNP	X	I-Entity
g.simeoni	NN	X	I-Entity
@	NNP	011101110	I-Entity
inwind.it	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b8=	NN	X	I-Entity
”	NNP	X	I-Entity
g.latagliata	NN	X	I-Entity
@	NNP	011101110	I-Entity
live.com	VBZ	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b9=	NN	X	I-Entity
”	NNP	X	I-Entity
rita.p	NN	X	I-Entity
@	NNP	011101110	I-Entity
blu.it	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b10=	NN	X	I-Entity
”	NNP	X	I-Entity
b.gaetani	NN	X	I-Entity
@	NNP	011101110	I-Entity
live.com	VBZ	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b11=	NN	X	I-Entity
”	NNP	X	I-Entity
gpierpaolo	NN	X	I-Entity
@	NNP	011101110	I-Entity
tin.it	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b12=	NN	X	I-Entity
”	NNP	X	I-Entity
e.barbara	NN	X	I-Entity
@	NNP	011101110	I-Entity
poste.it	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b13=	NN	X	I-Entity
”	NNP	X	I-Entity
stoccod	NN	X	I-Entity
@	NNP	011101110	I-Entity
libero.it	VBZ	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b14=	NN	X	I-Entity
”	NNP	X	I-Entity
g.capezzone	NN	X	I-Entity
@	NNP	011101110	I-Entity
virgilio.it	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b15=	NN	X	I-Entity
”	NNP	X	I-Entity
baldarim	NN	X	I-Entity
@	NNP	011101110	I-Entity
blu.it	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b16=	NN	X	I-Entity
”	NNP	X	I-Entity
elsajuliette	NN	X	I-Entity
@	NNP	011101110	I-Entity
blu.it	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b17=	NN	X	I-Entity
”	NNP	X	I-Entity
dipriamoj	NN	X	I-Entity
@	NNP	011101110	I-Entity
alice.it	NN	X	I-Entity
”	NNP	X	I-Entity
ascii	NN	X	I-Entity
wide	JJ	1100110110	I-Entity
fullword	NN	X	I-Entity
$	$	0111011110	I-Entity
b18=	NN	X	I-Entity
”	NNP	X	I-Entity
izabelle.d	NN	X	I-Entity
@	NNP	011101110	I-Entity
blu.it	NN	X	I-Entity
